index,user_id,click_article_id,rating,user,book
2912975,308320,168784,1.0,167,152
182568,8187,160131,1.0,168,153
761797,42435,285331,1.0,169,154
2493595,207878,336268,1.0,170,155
1795190,117977,205982,1.0,171,156
2927065,313648,200485,1.0,172,157
2110347,151079,285095,1.0,173,158
2895874,302491,245161,1.0,174,159
238935,10935,161988,1.0,27,160
1120851,61642,336429,1.0,175,161
806721,45208,316483,1.0,176,162
2607075,229712,129520,1.0,177,163
1442219,84269,160974,1.0,178,164
502753,24674,348109,1.0,179,165
766671,42794,218330,1.0,180,166
181695,8133,206735,1.0,181,74
1705824,108336,160131,1.0,182,153
2285794,174407,162809,1.0,183,167
652375,34541,36400,1.0,184,168
662233,35257,293513,1.0,185,148
2746925,259933,129591,1.0,186,169
1043760,57139,16087,1.0,187,93
1211492,67691,124748,1.0,188,90
1637721,101235,348111,1.0,189,170
73439,3020,236613,1.0,190,171
1646540,102124,336380,1.0,191,28
1256821,71042,348089,1.0,192,172
1884511,126333,156964,1.0,193,4
2154065,156331,234185,1.0,194,173
160338,7081,293301,1.0,195,149
2608939,230091,218028,1.0,196,174
16838,656,166581,1.0,197,175
1826053,121201,95972,1.0,198,176
2852980,288907,62465,1.0,199,177
1733090,111223,331116,1.0,200,178
314111,14535,218098,1.0,201,179
1757245,113881,128551,1.0,202,180
1823364,120954,352902,1.0,203,181
1198152,66709,63737,1.0,204,182
1024469,56045,233717,1.0,205,183
2477466,205146,315105,1.0,206,184
2369255,187297,166129,1.0,207,185
1042839,57091,358040,1.0,208,186
1639299,101411,336221,1.0,209,25
1041129,57004,160974,1.0,210,164
1375899,79601,336221,1.0,211,25
241305,11056,128551,1.0,212,180
2740663,258380,59057,1.0,213,123
1992733,137341,284547,1.0,214,187
2212005,163819,149622,1.0,215,188
1014379,55477,336223,1.0,216,78
2817700,278490,307384,1.0,217,189
1579443,95572,195613,1.0,218,190
258947,11819,208150,1.0,219,191
357294,16653,289090,1.0,220,81
990054,54166,303331,1.0,221,192
2113164,151440,285095,1.0,222,158
450669,21890,194289,1.0,223,193
1850644,123328,271146,1.0,224,194
961207,52596,337441,1.0,225,195
693668,37534,272143,1.0,226,21
866816,47939,31836,1.0,227,120
1092010,59838,233717,1.0,228,183
313575,14522,31836,1.0,229,120
1394685,80923,158536,1.0,230,196
1167153,64556,124194,1.0,231,128
2816281,278126,159938,1.0,232,197
2652522,239346,354086,1.0,233,198
2704548,249858,285333,1.0,234,199
997133,54522,107179,1.0,235,200
786868,44115,277491,1.0,236,201
2085855,147922,285130,1.0,237,202
1598369,97271,284985,1.0,238,203
1119102,61527,160974,1.0,239,164
2928896,314346,289034,1.0,240,204
697612,37840,338350,1.0,241,38
2519981,212598,123756,1.0,242,205
2799297,273483,289090,1.0,243,81
2689484,246770,157375,1.0,244,206
1581689,95777,156963,1.0,245,79
295964,13653,352983,1.0,246,207
1395023,80935,183176,1.0,247,12
620843,32333,313996,1.0,248,208
220779,10020,123290,1.0,249,209
1360825,78479,87232,1.0,250,141
2305033,177408,276970,1.0,251,46
1279635,72620,352902,1.0,252,181
76146,3138,95726,1.0,253,210
2784302,269434,234698,1.0,254,36
2102098,150026,274907,1.0,255,211
70663,2922,215861,1.0,256,212
2396980,191850,96210,1.0,257,213
2423473,196372,123290,1.0,258,209
2422727,196253,48403,1.0,259,108
77608,3223,119592,1.0,260,214
2904165,305260,293513,1.0,261,148
2678153,244501,133160,1.0,262,3
822176,45916,274204,1.0,263,215
2097004,149333,161602,1.0,264,216
1198021,66697,199198,1.0,265,107
837409,46646,214283,1.0,266,16
1050705,57501,73499,1.0,267,217
287480,13231,234424,1.0,268,218
535328,26457,59758,1.0,269,56
2324922,180353,32750,1.0,270,219
2001525,138330,352983,1.0,271,207
401130,19098,270487,1.0,272,220
61117,2495,337143,1.0,273,221
1521037,90478,283009,1.0,274,222
2493438,207844,124350,1.0,275,223
2304892,177378,289090,1.0,276,81
2383103,189601,59057,1.0,277,123
1837257,122234,348111,1.0,278,170
232400,10598,108855,1.0,279,224
874529,48287,355159,1.0,280,225
278203,12751,71601,1.0,281,226
1037203,56791,31836,1.0,282,120
1268999,71890,32761,1.0,283,227
1637122,101165,162655,1.0,284,137
2767520,265012,336221,1.0,285,25
305076,14110,272143,1.0,147,21
2042154,142874,111210,1.0,286,228
2632642,235072,286128,1.0,287,229
1040833,56990,289090,1.0,288,81
1498897,88709,251313,1.0,289,230
484848,23636,208082,1.0,290,231
1688445,106512,234006,1.0,291,111
1835768,122102,288809,1.0,292,232
1345085,77360,48403,1.0,293,108
448905,21774,213927,1.0,294,233
2322846,180049,123909,1.0,295,104
1289565,73381,160417,1.0,296,42
2515737,211778,70999,1.0,297,234
2095491,149135,234481,1.0,298,235
2609037,230109,97433,1.0,299,236
1855515,123730,233717,1.0,300,183
2200865,162235,352979,1.0,301,237
2391302,190950,123909,1.0,302,104
2338966,182542,327497,1.0,303,238
2020950,140443,156560,1.0,304,239
1076731,58948,133160,1.0,305,3
2736347,257313,336223,1.0,306,78
2566015,221517,338339,1.0,307,240
2122353,152597,50405,1.0,308,241
438907,21199,32750,1.0,309,219
2929742,314689,214378,1.0,310,242
2831624,282547,202320,1.0,311,243
2639207,236535,198199,1.0,312,244
471891,22973,214753,1.0,313,245
2008363,139088,123289,1.0,314,127
720464,39461,205824,1.0,315,246
1543619,92365,235854,1.0,316,247
721445,39517,160629,1.0,317,248
684114,36836,168623,1.0,318,14
1272237,72108,119027,1.0,319,249
2230189,166358,348112,1.0,320,250
1432078,83532,160974,1.0,321,164
1652351,102719,199198,1.0,322,107
2924281,312603,202355,1.0,323,251
1314713,75213,160131,1.0,324,153
1616865,99045,284382,1.0,325,252
69417,2865,61698,1.0,326,253
771696,43120,336223,1.0,327,78
911085,49955,336429,1.0,328,161
379799,17844,234698,1.0,329,36
749727,41537,162700,1.0,330,254
740542,40960,124748,1.0,331,90
2721683,253763,214254,1.0,332,255
656640,34857,284844,1.0,333,71
1388163,80466,160974,1.0,334,164
893513,49166,205973,1.0,335,256
1400011,81273,118753,1.0,336,257
2672414,243268,264771,1.0,337,258
2925563,313096,235105,1.0,338,259
1738950,111819,123818,1.0,339,260
1592791,96741,66155,1.0,340,261
343720,15926,235028,1.0,341,262
1934585,131083,208380,1.0,342,263
44526,1819,128957,1.0,343,264
1063760,58264,236171,1.0,344,265
2873060,295089,292390,1.0,345,266
1870464,125068,162817,1.0,346,267
2085609,147896,57490,1.0,347,268
2551040,218501,234813,1.0,348,269
1387215,80388,64329,1.0,349,44
2375762,188391,123909,1.0,350,104
1016397,55596,299851,1.0,351,270
1260755,71294,118864,1.0,352,271
2677309,244302,353849,1.0,353,272
35560,1446,234006,1.0,354,111
1175213,65101,300082,1.0,355,273
763044,42534,160417,1.0,356,42
559734,28016,285719,1.0,357,274
2549385,218179,234698,1.0,358,36
2076938,146876,183562,1.0,359,275
2457382,201841,36394,1.0,360,276
1159513,64053,156355,1.0,361,277
1526522,90945,129434,1.0,362,136
2195586,161567,166123,1.0,363,278
1734601,111388,285719,1.0,364,274
1364541,78735,336221,1.0,365,25
1863360,124433,271997,1.0,366,279
388196,18298,168623,1.0,367,14
239682,10968,289090,1.0,368,81
2382747,189546,48403,1.0,369,108
2589419,226040,158906,1.0,370,280
242894,11120,288482,1.0,371,281
1168441,64651,235616,1.0,372,282
2882686,298107,255354,1.0,373,283
2102650,150111,166377,1.0,374,284
2716234,252482,361742,1.0,375,285
2679098,244652,235990,1.0,376,286
1025046,56079,300082,1.0,377,273
1349020,77646,233917,1.0,378,287
2434257,198091,209348,1.0,379,288
2432906,197861,161506,1.0,380,289
975663,53417,156964,1.0,381,4
1436623,83863,199198,1.0,382,107
2409139,193895,235854,1.0,383,247
516138,25434,289090,1.0,384,81
2881220,297622,202416,1.0,385,290
1506818,89298,83565,1.0,386,291
1586177,96122,234698,1.0,387,36
2708608,250797,270229,1.0,388,292
1434070,83663,293301,1.0,389,149
1133607,62446,140528,1.0,390,293
2943485,319937,50494,1.0,391,95
517435,25497,75918,1.0,392,294
87065,3571,205948,1.0,393,295
2807531,275717,235854,1.0,394,247
569930,28733,242596,1.0,395,296
2765077,264367,113613,1.0,396,297
807300,45221,156560,1.0,397,239
2033812,141908,16152,1.0,398,298
2723740,254268,59057,1.0,399,123
2919358,310664,336254,1.0,400,299
1513908,89893,162655,1.0,401,137
224808,10225,285849,1.0,402,300
1731414,111016,158915,1.0,403,114
2572193,222703,140528,1.0,404,293
1725484,110381,233410,1.0,405,301
1930926,130698,284547,1.0,406,187
2751950,261107,111043,1.0,407,302
1836574,122178,157227,1.0,408,303
526410,25998,76350,1.0,409,304
1782803,116712,156560,1.0,410,239
2831573,282532,181585,1.0,411,305
1474999,86796,96214,1.0,412,306
2916096,309487,168838,1.0,413,307
1745034,112527,199198,1.0,414,107
1819875,120620,255688,1.0,415,308
1672356,104878,353672,1.0,416,309
1188702,66048,166227,1.0,417,310
2638586,236412,87231,1.0,418,311
2568638,222016,87213,1.0,419,312
1083438,59310,64346,1.0,420,313
2318625,179415,166227,1.0,421,310
928013,50787,234698,1.0,422,36
1048854,57397,95972,1.0,423,176
2519242,212455,124352,1.0,424,314
1724534,110291,166581,1.0,425,175
2542802,216976,234267,1.0,426,86
2279389,173387,235616,1.0,427,282
1986695,136651,236338,1.0,428,315
695505,37687,159034,1.0,429,316
1414093,82279,31836,1.0,430,120
1623374,99738,283123,1.0,431,317
288388,13276,59057,1.0,432,123
1798355,118343,64329,1.0,433,44
2133313,153896,235870,1.0,434,318
1393356,80814,202355,1.0,435,251
390015,18417,64409,1.0,436,319
862178,47718,352092,1.0,437,320
1582391,95832,270229,1.0,438,292
2349480,184110,214206,1.0,439,115
2509714,210657,123909,1.0,440,104
59541,2406,338340,1.0,441,59
2541045,216640,160158,1.0,442,321
1338742,76917,173869,1.0,443,322
2536642,215800,285533,1.0,444,147
211698,9599,158906,1.0,445,280
158879,7016,206763,1.0,446,323
1776337,116010,324823,1.0,447,324
1440659,84140,158536,2.0,448,196
1582268,95819,273545,1.0,449,325
2939264,318260,352979,1.0,450,237
2765408,264454,64409,1.0,451,319
1063019,58211,64329,1.0,452,44
867676,47986,159473,1.0,453,326
732114,40267,124176,1.0,454,327
468038,22782,203327,1.0,455,328
2790218,271081,123289,1.0,456,127
784485,43970,235132,1.0,457,118
1451510,84998,161439,1.0,458,329
392324,18571,96074,1.0,459,330
717931,39289,58580,1.0,460,331
77757,3229,235105,1.0,461,259
997555,54542,288591,1.0,462,332
2556652,219601,70215,1.0,463,333
427630,20569,157332,1.0,464,334
965148,52815,284583,1.0,465,335
2371479,187653,276970,1.0,466,46
1095283,59993,254489,1.0,467,336
928029,50788,128260,1.0,468,337
1285778,73082,234698,2.0,469,36
510469,25119,284985,1.0,470,203
165185,7315,20691,1.0,471,338
24973,960,123757,1.0,472,13
331110,15374,272218,1.0,473,45
642308,33805,70214,1.0,474,339
2109586,150996,157078,1.0,475,340
1414179,82285,140528,1.0,476,293
442593,21404,42430,1.0,477,341
2036425,142211,313431,1.0,478,342
966111,52873,208473,1.0,479,343
2438682,198782,140985,1.0,480,344
1353971,77994,286209,1.0,481,345
262974,12014,207982,1.0,482,346
2630720,234658,209245,1.0,483,347
1008418,55132,336221,1.0,484,25
329238,15297,70214,1.0,485,339
1983075,136271,272143,1.0,486,21
648492,34254,70591,1.0,487,37
1267546,71783,87213,1.0,488,312
1032791,56545,48017,1.0,489,348
1322586,75801,145472,1.0,490,349
327341,15233,272218,1.0,491,45
649392,34312,233470,1.0,492,350
174970,7795,59758,1.0,493,56
2366449,186816,282964,1.0,494,351
2428070,197105,337435,1.0,495,352
2131567,153680,234698,1.0,496,36
2572705,222820,202355,1.0,497,251
1987596,136751,213867,1.0,498,353
1628816,100312,293050,1.0,499,354
875741,48354,128260,1.0,500,337
2231515,166532,166129,1.0,501,185
1867856,124821,57616,1.0,502,355
2578446,223919,31836,1.0,503,120
352885,16433,87232,1.0,504,141
736992,40670,124748,1.0,505,90
2009445,139206,96940,1.0,506,356
673238,36029,124667,1.0,507,357
56567,2298,96210,1.0,508,213
2109146,150939,129434,1.0,509,136
2544467,217267,337735,1.0,510,49
2791806,271499,186047,1.0,511,358
1846532,122967,313431,1.0,512,342
2135420,154134,276946,1.0,513,146
746600,41374,284985,1.0,514,203
1233711,69277,307856,1.0,515,359
280827,12889,284463,2.0,516,360
30889,1238,209236,1.0,517,361
1522969,90635,162655,1.0,518,137
2638549,236401,214283,1.0,519,16
2226904,165926,331643,1.0,520,362
1720758,109897,168564,1.0,521,363
1912656,128883,182256,1.0,522,364
2492083,207604,123826,1.0,523,67
2121611,152504,206785,1.0,524,40
1093349,59897,202416,1.0,525,290
223362,10148,236566,1.0,526,365
698298,37900,283900,1.0,527,366
2399811,192302,288320,1.0,528,23
2840006,284985,161586,1.0,529,367
1638306,101296,166581,1.0,530,175
1155295,63807,63307,1.0,531,368
1650515,102539,285298,1.0,532,369
2405007,193173,48810,1.0,533,370
477269,23256,42727,1.0,534,371
255529,11660,293513,1.0,535,148
1378412,79805,160974,1.0,536,164
1203280,67075,235847,1.0,537,372
2281431,173727,159762,1.0,538,373
1314914,75234,145514,1.0,539,374
968353,52998,307779,1.0,540,375
2725971,254797,62631,1.0,541,376
1425099,83032,158082,1.0,542,135
1378200,79789,233717,1.0,543,183
2130445,153537,160132,1.0,544,377
259823,11857,199376,1.0,545,378
2252234,169322,32750,1.0,546,219
303979,14068,111043,1.0,547,302
1493060,88237,225055,1.0,548,379
2511966,211079,124749,1.0,549,113
598214,30677,235132,1.0,550,118
1877475,125731,272143,1.0,551,21
693673,37535,38625,1.0,552,380
1439719,84053,284066,1.0,553,381
2665850,241979,355163,1.0,554,382
500613,24556,175040,1.0,555,383
976009,53444,277492,1.0,556,384
1578681,95507,168623,1.0,557,14
794097,44570,87188,1.0,558,385
40335,1653,96663,1.0,559,386
2322028,179925,236969,1.0,560,387
269254,12306,168623,1.0,561,14
1995838,137701,235616,1.0,562,282
117478,5048,119592,1.0,563,214
2913054,308350,255147,1.0,564,388
1185990,65844,158536,1.0,565,196
2086165,147956,32082,1.0,566,389
136878,5978,87181,1.0,567,390
2569332,222153,175279,1.0,568,391
809903,45352,161506,1.0,569,289
1661465,103725,207812,1.0,570,392
1395690,80986,83383,1.0,571,393
1007348,55071,336254,1.0,572,299
1585674,96084,187065,1.0,573,394
2746640,259864,195084,1.0,574,395
187162,8429,272761,1.0,575,396
359853,16786,234813,1.0,576,269
698129,37892,124177,1.0,577,140
1725126,110343,64329,1.0,578,44
1504184,89073,59131,1.0,579,397
2353121,184694,25325,1.0,580,398
1606315,98032,48403,1.0,581,108
2589422,226041,108856,1.0,582,399
467364,22758,96755,2.0,583,400
629009,32906,206168,1.0,584,401
2665558,241920,141004,1.0,585,402
1568682,94598,225055,1.0,586,379
1513881,89890,158082,1.0,587,135
271446,12422,225055,1.0,588,379
92824,3856,324823,1.0,589,324
1926200,130225,289090,1.0,590,81
1646490,102118,64329,1.0,591,44
324025,15046,38625,1.0,592,380
532768,26330,289003,1.0,593,403
2001321,138310,207720,1.0,594,404
1655178,103044,207714,1.0,595,405
187326,8435,156843,1.0,596,406
741946,41060,284844,1.0,597,71
23786,907,87203,1.0,598,407
1366914,78910,166580,1.0,599,408
324431,15077,96663,1.0,600,386
74819,3073,332461,1.0,601,409
1352779,77925,352983,1.0,602,207
40110,1639,331187,1.0,603,410
1454982,85268,285648,1.0,604,411
1579822,95609,58580,1.0,605,331
1537473,91852,84681,1.0,606,412
388714,18321,331116,1.0,607,178
808507,45270,50864,1.0,608,413
2228927,166198,234698,1.0,609,36
2702968,249510,118497,1.0,610,414
1253652,70808,156964,1.0,611,4
721057,39496,119063,1.0,612,415
2612992,230945,108856,1.0,613,399
2864664,292428,112090,1.0,614,416
978340,53576,300082,1.0,615,273
887397,48870,273397,1.0,616,417
2933095,315923,331116,1.0,617,178
295165,13623,272218,1.0,618,45
1127256,62027,133160,2.0,619,3
282988,12963,202355,1.0,620,251
2258444,170184,234432,1.0,621,418
1397453,81108,337082,1.0,622,419
6543,225,9308,1.0,623,420
649228,34302,313504,1.0,624,58
2440648,199099,236951,1.0,625,421
1113980,61189,118553,1.0,626,422
449202,21789,237611,1.0,627,423
1844778,122835,234698,1.0,628,36
2003184,138509,207485,1.0,629,424
1474414,86742,50715,1.0,630,425
1975128,135393,300263,1.0,631,426
2475155,204747,198817,1.0,632,427
2182734,159913,111210,1.0,633,228
1454492,85233,182394,1.0,634,428
1197661,66672,57490,1.0,635,268
1275960,72356,158082,1.0,636,135
227473,10351,303565,1.0,637,109
566891,28527,272660,2.0,638,31
2191139,161002,74722,1.0,639,429
1558235,93645,225055,1.0,640,379
2568540,221993,222351,1.0,641,430
765649,42734,162923,1.0,642,431
1953573,133062,293218,1.0,643,99
1150908,63530,284985,1.0,644,203
2103221,150195,207813,1.0,645,432
347451,16141,30792,1.0,646,433
33831,1365,68866,1.0,647,434
440600,21302,158978,1.0,648,435
1238358,69611,199197,1.0,649,85
2081191,147415,119193,1.0,650,436
2821100,279460,299984,1.0,651,437
1055780,57793,352902,1.0,652,181
2465679,203184,250043,1.0,653,438
2436715,198456,183176,1.0,654,12
775978,43399,324336,1.0,655,439
1096397,60062,331116,1.0,656,178
1238236,69601,199198,1.0,657,107
845547,47014,218028,1.0,658,174
460178,22370,336221,1.0,659,25
1627221,100151,202355,1.0,660,251
1937481,131383,156625,1.0,661,440
2849681,287901,285533,1.0,662,147
2189194,160765,207848,1.0,663,441
169617,7527,157730,1.0,664,442
1288300,73286,85318,1.0,665,443
582138,29563,161178,1.0,666,444
2560807,220477,293050,1.0,667,354
1802838,118827,208150,1.0,668,191
573911,29020,124749,1.0,669,113
574385,29056,313504,1.0,670,58
2237410,167288,70949,1.0,671,445
1843994,122774,336476,1.0,672,446
946466,51778,68817,1.0,673,447
1200974,66907,202381,1.0,674,448
2861043,291344,233688,1.0,675,449
2281555,173753,315105,1.0,676,184
61868,2520,240233,1.0,677,450
2786165,269960,207963,1.0,678,451
594850,30435,124350,1.0,679,223
1581119,95722,129165,1.0,680,452
70443,2908,76653,1.0,681,453
845477,47012,271262,1.0,682,454
858356,47555,236266,1.0,683,455
180402,8074,284847,1.0,684,456
1460733,85703,158047,1.0,685,457
528712,26097,285719,1.0,686,274
2209162,163391,159762,1.0,687,373
235361,10759,141894,1.0,688,458
1586738,96180,161191,1.0,689,459
2194926,161484,168623,1.0,690,14
2383028,189589,235525,1.0,691,460
516428,25449,206785,1.0,692,40
1193287,66352,272660,1.0,693,31
349340,16238,234813,1.0,694,269
1432780,83582,160417,1.0,695,42
2284545,174204,218446,1.0,696,461
1978234,135732,39894,1.0,697,462
2901856,304473,331116,1.0,698,178
2343731,183259,123909,1.0,699,104
1238407,69617,299152,1.0,700,463
406285,19383,276970,1.0,701,46
2298463,176441,117107,1.0,702,464
2166485,157887,233717,1.0,703,183
2116669,151891,202672,1.0,704,465
1291984,73559,354086,1.0,705,198
2073465,146457,124176,1.0,706,327
2266117,171318,288435,1.0,707,466
2631487,234816,156713,1.0,708,467
339704,15775,255345,1.0,709,468
1725450,110376,182513,1.0,710,469
2770010,265646,336221,1.0,711,25
240596,11015,257291,1.0,712,83
1598695,97310,160417,1.0,713,42
1797677,118265,58180,1.0,714,470
2907114,306281,58619,1.0,715,471
965553,52842,158536,1.0,716,196
870255,48104,331738,1.0,717,472
2009689,139226,95716,1.0,718,473
59445,2404,202383,1.0,719,474
919191,50349,336221,1.0,720,25
689849,37254,270857,1.0,721,475
1154540,63753,160974,1.0,722,164
1478821,87082,156560,1.0,723,239
762218,42467,161191,1.0,724,459
2232995,166739,114402,1.0,725,476
140793,6154,336220,1.0,726,98
71618,2945,206730,1.0,727,477
1218834,68180,81827,1.0,728,478
1340912,77069,58434,1.0,729,479
1455914,85351,182394,1.0,730,428
1021985,55912,274204,2.0,731,215
1227518,68794,57966,1.0,732,480
509271,25051,190999,1.0,733,481
1277720,72475,243328,1.0,734,482
1020393,55819,284339,1.0,735,483
1173575,64989,166227,1.0,736,310
2350734,184304,123909,1.0,737,104
561831,28169,235230,1.0,738,484
247426,11319,160474,1.0,739,485
1932113,130820,162378,1.0,740,486
1718902,109710,289090,1.0,741,81
2842638,285765,107290,1.0,742,487
1321530,75723,194823,1.0,743,488
2217915,164619,162718,1.0,744,489
72261,2970,293114,1.0,745,35
1466583,86158,156964,1.0,746,4
1021499,55886,236553,1.0,747,490
883933,48704,158536,1.0,748,196
77793,3230,228211,1.0,749,491
2892988,301559,33624,1.0,750,492
1487594,87818,32750,1.0,751,219
2569438,222173,183176,1.0,752,12
1505365,89171,36292,1.0,753,493
606045,31249,161178,1.0,754,444
2862575,291787,111043,1.0,755,302
1128848,62136,285570,1.0,756,494
662972,35302,161178,1.0,757,444
1777651,116162,156560,1.0,758,239
1713016,109086,257291,1.0,759,83
681461,36638,257291,1.0,760,83
1605637,97956,199198,1.0,761,107
286375,13168,36605,1.0,762,495
371069,17377,293513,1.0,763,148
2182323,159875,159762,1.0,764,373
2867722,293394,336245,1.0,765,34
362400,16914,58193,1.0,766,32
1758408,114018,64329,1.0,767,44
2734420,256829,160142,1.0,768,496
2619277,232252,198199,1.0,769,244
1457771,85483,118864,1.0,770,271
2499085,208827,313619,1.0,771,497
741922,41059,274151,1.0,772,498
1686598,106335,96210,1.0,773,213
1327026,76071,293218,1.0,774,99
1550438,92947,256139,1.0,775,499
1600464,97486,288440,1.0,776,500
694641,37615,107308,1.0,777,501
1120179,61605,48403,1.0,778,108
2554596,219185,204720,1.0,779,502
260420,11901,59758,1.0,780,56
692026,37423,284844,1.0,781,71
2475838,204863,133160,1.0,782,3
1376366,79633,48403,1.0,783,108
384943,18124,276970,1.0,784,46
2778568,267897,50494,1.0,785,95
186126,8380,128260,1.0,786,337
569223,28683,337435,1.0,787,352
